2B,3B,AB,BBA,BB,BPF,CG,CS,Color B,Color G,Color R,DP,Div Win,ERA,ER,E,FP,Franchise ID,G,Ghome,HA,HBP,HRA,HR,H,I Pouts,L,Lg Win,Number of Records,PPF,RA,R,Rank,SB,SF,SHO,SOA,SO,SV,WC Win,WS Win,W,Attendance,Div ID,Franch ID,Lg ID,Name,Park,Team IDBR,Team ID,teamIDlahman45,Team I Dretro,Year ID
295,29,5497,527,551,98,8,47,68,18,212,145,N,4.15,667,91,0.985,PHI,162,81,1417,43,170,164,1431,4336,76,N,1,98,719,746,2,153,61,7,1086,1125,47,N,N,86,1782054,E,PHI,NL,Philadelphia Phillies,Veterans Stadium,PHI,PHI,PHI,PHI,2001
256,25,5398,549,467,103,8,73,39,184,252,168,N,5.05,794,133,0.978,PIT,162,81,1493,67,167,161,1333,4249,100,N,1,105,858,657,6,93,35,9,908,1106,36,N,N,62,2464870,C,PIT,NL,Pittsburgh Pirates,PNC Park,PIT,PIT,PIT,PIT,2001
273,26,5482,476,678,91,5,44,97,44,4,127,N,4.52,724,145,0.976,SDP,162,81,1519,41,219,161,1379,4322,83,N,1,92,812,789,4,129,48,6,1088,1273,46,N,N,79,2378128,W,SDP,NL,San Diego Padres,Qualcomm Stadium,SDP,SDN,SDN,SDN,2001
310,38,5680,465,614,94,8,42,92,91,0,137,Y,3.54,576,83,0.986,SEA,162,81,1293,62,160,169,1637,4395,46,N,1,93,627,927,1,174,70,14,1051,989,56,N,N,116,3507326,W,SEA,AL,Seattle Mariners,Safeco Field,SEA,SEA,SEA,SEA,2001
304,40,5612,579,625,93,3,42,25,72,255,170,N,4.18,680,118,0.981,SFG,162,81,1437,50,145,235,1493,4390,72,N,1,92,748,799,2,57,54,8,1080,1090,47,N,N,90,3311958,W,SFG,NL,San Francisco Giants,PacBell Park,SFG,SFN,SFN,SFN,2001
274,32,5450,526,529,100,8,35,65,17,205,156,N,3.93,627,110,0.982,STL,162,82,1389,65,196,199,1469,4306,69,N,1,99,684,814,2,91,50,11,1083,1089,38,Y,N,93,3109578,C,STL,NL,St. Louis Cardinals,Busch Stadium II,STL,SLN,SLN,SLN,2001
311,21,5524,569,456,98,1,52,247,192,149,144,N,4.94,781,139,0.977,TBD,162,81,1513,54,207,121,1426,4271,100,N,1,100,887,672,5,115,25,6,1030,1116,30,N,N,62,1298365,E,TBD,AL,Tampa Bay Devil Rays,Tropicana Field,TBD,TBA,TBA,TBA,2001
326,23,5685,596,548,104,4,32,115,44,0,167,N,5.71,913,114,0.981,TEX,162,82,1670,75,222,246,1566,4315,89,N,1,105,968,890,4,97,55,3,951,1093,37,N,N,73,2831021,W,TEX,AL,Texas Rangers,The Ballpark at Arlington,TEX,TEX,TEX,TEX,2001
287,36,5663,490,470,102,7,55,191,118,4,184,N,4.28,696,97,0.985,TOR,162,82,1553,74,165,195,1489,4388,82,N,1,103,753,767,3,156,43,10,1041,1094,41,N,N,80,1915438,E,TOR,AL,Toronto Blue Jays,Skydome,TOR,TOR,TOR,TOR,2001
333,32,5678,509,462,100,7,51,32,0,185,151,N,3.69,595,87,0.986,ANA,162,81,1345,74,169,152,1603,4357,63,Y,1,99,644,851,2,117,64,14,999,805,54,Y,Y,99,2305547,W,ANA,AL,Anaheim Angels,Edison International Field,ANA,ANA,ANA,ANA,2002
283,41,5508,421,643,111,14,46,48,25,167,116,Y,3.92,630,89,0.985,ARI,162,81,1361,50,170,165,1471,4340,64,N,1,111,674,819,1,92,53,10,1303,1016,40,N,N,98,3198977,W,ARI,NL,Arizona Diamondbacks,Bank One Ballpark,ARI,ARI,ARI,ARI,2002
280,25,5495,554,558,102,3,39,65,17,207,170,Y,3.13,511,114,0.982,ATL,161,81,1302,54,123,164,1428,4402,59,N,1,101,565,708,1,76,49,15,1058,1028,57,N,N,101,2603484,E,ATL,NL,Atlanta Braves,Turner Field,ATL,ATL,ATL,ATL,2002
311,27,5491,549,452,95,8,48,1,70,223,173,N,4.46,719,91,0.985,BAL,162,81,1491,64,208,165,1353,4352,95,N,1,96,773,667,4,110,49,3,967,993,31,N,N,67,2682439,E,BAL,AL,Baltimore Orioles,Oriole Park at Camden Yards,BAL,BAL,BAL,BAL,2002
348,33,5640,430,545,103,5,28,48,12,198,140,N,3.75,603,104,0.983,BOS,162,81,1339,72,146,177,1560,4338,69,N,1,102,665,859,2,80,53,17,1157,944,51,N,N,93,2650862,E,BOS,AL,Boston Red Sox,Fenway Park II,BOS,BOS,BOS,BOS,2002
289,29,5502,528,555,102,7,31,0,0,0,157,N,4.53,716,97,0.984,CHW,162,81,1422,49,190,217,1475,4269,81,N,1,101,798,856,2,75,53,7,945,952,35,N,N,81,1676911,C,CHW,AL,Chicago White Sox,Comiskey Park II,CHW,CHA,CHA,CHA,2002
259,29,5496,606,585,98,11,21,134,51,12,144,N,4.29,687,114,0.981,CHC,162,78,1373,44,167,200,1351,4324,95,N,1,98,759,706,5,63,39,9,1333,1269,23,N,N,67,2693096,C,CHC,NL,Chicago Cubs,Wrigley Field,CHC,CHN,CHN,CHN,2002
297,21,5470,550,583,104,2,52,31,1,198,169,N,4.27,690,120,0.981,CIN,162,80,1502,66,173,169,1386,4361,84,N,1,105,774,709,3,116,40,8,980,1188,42,N,N,78,1855787,C,CIN,NL,Cincinnati Reds,Cinergy Field,CIN,CIN,CIN,CIN,2002
255,26,5423,603,542,97,9,37,59,8,215,161,N,4.91,777,113,0.981,CLE,162,81,1508,56,142,192,1349,4274,88,N,1,98,837,739,3,52,39,4,1058,1000,34,N,N,74,2616940,C,CLE,AL,Cleveland Indians,Jacobs Field,CLE,CLE,CLE,CLE,2002
283,41,5512,582,497,116,1,53,93,15,34,158,N,5.2,825,112,0.982,COL,162,81,1554,56,225,152,1508,4280,89,N,1,116,898,778,4,103,50,8,920,1043,43,N,N,73,2737838,W,COL,NL,Colorado Rockies,Coors Field,COL,COL,COL,COL,2002
265,37,5406,463,363,92,11,44,67,35,6,148,N,4.92,773,142,0.977,DET,161,80,1593,64,163,124,1340,4242,106,N,1,95,864,575,5,65,57,7,794,1035,33,N,N,55,1503623,C,DET,AL,Detroit Tigers,Comerica Park,DET,DET,DET,DET,2002
280,32,5496,631,595,97,11,73,51,101,243,163,N,4.36,706,106,0.983,FLA,162,81,1449,61,151,146,1433,4369,83,N,1,98,763,699,4,177,49,12,1104,1130,36,N,N,79,813118,E,FLA,NL,Florida Marlins,Pro Player Stadium,FLA,FLO,FLO,FLO,2002
291,32,5503,546,589,106,2,27,42,73,214,149,N,4,642,83,0.986,HOU,162,81,1423,59,151,167,1441,4335,78,N,1,105,695,749,2,71,37,11,1219,1120,43,N,N,84,2517357,C,HOU,NL,Houston Astros,Minute Maid Park,HOU,HOU,HOU,HOU,2002
285,42,5535,572,524,110,12,65,116,44,0,153,N,5.21,834,130,0.979,KCR,162,77,1587,52,212,140,1415,4323,100,N,1,111,891,737,4,140,51,6,909,921,30,N,N,62,1323036,C,KCR,AL,Kansas City Royals,Kauffman Stadium,KCR,KCA,KCA,KCA,2002
286,29,5554,555,428,92,4,37,117,58,34,134,N,3.69,598,90,0.985,LAD,162,81,1311,53,165,155,1464,4373,70,N,1,92,643,713,3,96,44,15,1132,940,56,N,N,92,3131255,W,LAD,NL,Los Angeles Dodgers,Dodger Stadium,LAD,LAN,LAN,LAN,2002
269,29,5415,666,500,98,7,50,72,43,22,154,N,4.73,752,103,0.983,MIL,162,81,1468,55,199,139,1369,4297,106,N,1,99,821,627,6,94,34,4,1026,1125,32,N,N,56,1969153,C,MIL,NL,Milwaukee Brewers,Miller Park,MIL,MIL,ML4,MIL,2002
348,36,5582,439,472,100,8,62,52,18,180,124,Y,4.12,662,74,0.987,MIN,161,81,1454,56,184,167,1518,4334,67,N,1,100,712,768,1,79,52,9,1026,1089,47,N,N,94,1924473,C,MIN,AL,Minnesota Twins,Hubert H Humphrey Metrodome,MIN,MIN,MIN,MIN,2002
300,36,5479,508,575,103,9,64,43,18,186,160,N,3.97,641,139,0.978,WSN,162,81,1475,46,165,162,1432,4359,79,N,1,103,718,735,2,118,42,3,1088,1104,39,N,N,83,812045,E,WSN,NL,Montreal Expos,Stade Olympique,MON,MON,MON,MON,2002
314,12,5601,403,640,100,9,38,67,28,0,117,Y,3.87,625,127,0.979,NYY,161,80,1441,72,144,223,1540,4356,58,N,1,99,697,897,1,100,41,11,1135,1171,53,N,N,103,3465807,E,NYY,AL,New York Yankees,Yankee Stadium II,NYY,NYA,NYA,NYA,2002
238,22,5496,543,486,97,9,42,0,74,255,138,N,3.89,624,144,0.976,NYM,161,78,1408,63,163,160,1409,4328,86,N,1,97,703,690,5,87,30,10,1107,1044,36,N,N,75,2804838,E,NYM,NL,New York Mets,Shea Stadium,NYM,NYN,NYN,NYN,2002
279,28,5558,474,609,98,9,20,30,178,239,144,Y,3.68,593,102,0.984,OAK,162,81,1391,68,135,205,1450,4356,59,N,1,97,654,800,1,46,36,19,1021,1008,48,N,N,103,2169811,W,OAK,AL,Oakland Athletics,Oakland Coliseum,OAK,OAK,OAK,OAK,2002
325,41,5523,570,640,94,5,43,68,18,212,156,N,4.17,671,88,0.986,PHI,161,79,1381,53,153,165,1428,4349,81,N,1,94,724,710,3,104,39,9,1075,1095,47,N,N,80,1618467,E,PHI,NL,Philadelphia Phillies,Veterans Stadium,PHI,PHI,PHI,PHI,2002
263,20,5330,572,537,102,2,49,39,184,252,177,N,4.23,664,115,0.982,PIT,161,79,1447,73,163,142,1300,4238,89,N,1,103,730,641,4,86,41,7,920,1109,47,N,N,72,1784988,C,PIT,NL,Pittsburgh Pirates,PNC Park,PIT,PIT,PIT,PIT,2002
243,29,5515,582,547,90,5,44,97,44,4,162,N,4.62,737,128,0.979,SDP,162,81,1522,30,177,136,1393,4309,96,N,1,91,815,662,5,71,41,10,1108,1062,40,N,N,66,2220601,W,SDP,NL,San Diego Padres,Qualcomm Stadium,SDP,SDN,SDN,SDN,2002
285,31,5569,441,629,97,8,58,92,91,0,134,N,4.07,654,88,0.985,SEA,162,81,1422,51,178,152,1531,4336,69,N,1,95,699,814,3,137,72,12,1063,1003,43,N,N,93,3542938,W,SEA,AL,Seattle Mariners,Safeco Field,SEA,SEA,SEA,SEA,2002
300,35,5497,523,616,95,10,21,25,72,255,166,N,3.54,566,90,0.985,SFG,162,81,1349,65,116,198,1465,4312,66,Y,1,94,616,783,2,74,52,13,992,961,43,Y,N,95,3253203,W,SFG,NL,San Francisco Giants,PacBell Park,SFG,SFN,SFN,SFN,2002
285,26,5505,547,542,98,4,42,65,17,205,168,Y,3.7,595,103,0.983,STL,162,81,1355,67,141,175,1475,4339,65,N,1,97,648,787,1,86,49,9,1009,927,42,N,N,97,3011756,C,STL,NL,St. Louis Cardinals,Busch Stadium II,STL,SLN,SLN,SLN,2002
297,35,5604,620,456,97,12,45,247,192,149,168,N,5.29,846,126,0.979,TBD,161,81,1567,58,215,133,1418,4321,106,N,1,99,918,673,5,102,36,3,925,1115,25,N,N,55,1065742,E,TBD,AL,Tampa Bay Devil Rays,Tropicana Field,TBD,TBA,TBA,TBA,2002
304,27,5618,669,554,106,4,34,115,44,0,152,N,5.15,824,99,0.984,TEX,162,80,1528,62,194,230,1510,4319,90,N,1,107,882,843,4,62,50,4,1030,1055,33,N,N,72,2352397,W,TEX,AL,Texas Rangers,The Ballpark at Arlington,TEX,TEX,TEX,TEX,2002
305,38,5581,590,522,104,6,18,191,118,4,159,N,4.8,767,107,0.982,TOR,162,81,1504,53,177,187,1457,4315,84,N,1,104,828,813,3,71,57,6,991,1142,41,N,N,78,1637900,E,TOR,AL,Toronto Blue Jays,Skydome,TOR,TOR,TOR,TOR,2002
276,33,5487,486,476,98,5,61,32,0,185,138,N,4.28,680,105,0.982,ANA,162,82,1444,56,190,150,1473,4294,85,N,1,97,743,736,3,129,50,9,980,838,39,N,N,77,3061094,W,ANA,AL,Anaheim Angels,Edison International Field,ANA,ANA,ANA,ANA,2003
303,47,5570,526,531,108,7,38,48,25,167,132,N,3.84,621,107,0.983,ARI,162,81,1379,45,150,152,1467,4365,78,N,1,109,685,717,3,76,52,11,1291,1006,42,N,N,84,2805542,W,ARI,NL,Arizona Diamondbacks,Bank One Ballpark,ARI,ARI,ARI,ARI,2003
321,31,5670,555,545,101,4,22,65,17,207,166,Y,4.1,663,121,0.981,ATL,162,81,1425,49,147,235,1608,4369,61,N,1,100,740,907,1,68,49,7,992,933,51,N,N,101,2401084,E,ATL,NL,Atlanta Braves,Turner Field,ATL,ATL,ATL,ATL,2003
277,24,5665,526,431,99,9,36,1,70,223,164,N,4.76,767,105,0.983,BAL,163,81,1579,54,198,152,1516,4349,91,N,1,99,820,743,4,89,40,3,981,902,41,N,N,71,2454523,E,BAL,AL,Baltimore Orioles,Oriole Park at Camden Yards,BAL,BAL,BAL,BAL,2003
371,40,5769,488,620,105,5,35,48,12,198,130,N,4.48,729,113,0.982,BOS,162,81,1503,53,153,238,1667,4394,67,N,1,103,809,961,2,88,64,6,1141,943,36,Y,N,95,2724165,E,BOS,AL,Boston Red Sox,Fenway Park II,BOS,BOS,BOS,BOS,2003
303,19,5487,518,519,102,12,29,0,0,0,154,N,4.17,663,93,0.984,CHW,162,81,1364,58,162,220,1445,4293,76,N,1,102,715,791,2,77,41,4,1056,916,36,N,N,86,1939524,C,CHW,AL,Chicago White Sox,U.S. Cellular Field,CHW,CHA,CHA,CHA,2003
302,24,5519,617,492,101,13,31,134,51,12,157,Y,3.83,619,106,0.983,CHC,162,81,1304,50,143,172,1431,4369,74,N,1,101,683,724,1,73,46,14,1404,1158,36,N,N,88,2962630,C,CHC,NL,Chicago Cubs,Wrigley Field,CHC,CHN,CHN,CHN,2003
239,21,5509,590,524,95,4,34,31,1,198,152,N,5.09,818,141,0.977,CIN,162,81,1578,79,209,182,1349,4339,93,N,1,96,886,694,5,80,32,5,932,1326,38,N,N,69,2355259,C,CIN,NL,Cincinnati Reds,Great American Ball Park,CIN,CIN,CIN,CIN,2003
296,26,5572,501,466,96,5,61,59,8,215,178,N,4.21,682,126,0.98,CLE,162,81,1477,62,179,158,1413,4378,94,N,1,97,778,699,4,86,41,7,943,1062,34,N,N,68,1730002,C,CLE,AL,Cleveland Indians,Jacobs Field,CLE,CLE,CLE,CLE,2003
330,31,5518,552,619,115,3,37,93,15,34,165,N,5.2,821,116,0.981,COL,162,81,1629,52,200,198,1472,4260,88,N,1,116,892,853,4,63,38,4,866,1134,34,N,N,74,2334085,W,COL,NL,Colorado Rockies,Coors Field,COL,COL,COL,COL,2003
201,39,5466,557,443,93,3,63,67,35,6,194,N,5.3,847,138,0.978,DET,162,81,1616,47,195,153,1312,4316,119,N,1,95,928,591,5,98,49,5,764,1099,27,N,N,43,1368245,C,DET,AL,Detroit Tigers,Comerica Park,DET,DET,DET,DET,2003
292,44,5490,530,515,98,7,74,51,101,243,162,N,4.04,648,78,0.987,FLA,162,81,1415,57,128,157,1459,4336,71,Y,1,98,692,751,2,150,41,11,1132,978,36,Y,Y,91,1303215,E,FLA,NL,Florida Marlins,Pro Player Stadium,FLA,FLO,FLO,FLO,2003
308,30,5583,565,557,103,1,30,42,73,214,149,N,3.86,622,95,0.985,HOU,162,81,1350,81,161,191,1466,4350,75,N,1,102,677,805,2,66,38,5,1139,1021,50,N,N,87,2454241,C,HOU,NL,Houston Astros,Minute Maid Park,HOU,HOU,HOU,HOU,2003
288,39,5568,566,476,107,7,42,116,44,0,143,N,5.05,808,108,0.982,KCR,162,80,1569,75,190,162,1526,4316,79,N,1,108,867,836,3,120,57,10,865,926,36,N,N,83,1779895,C,KCR,AL,Kansas City Royals,Kauffman Stadium,KCR,KCA,KCA,KCA,2003
260,25,5458,526,407,94,3,36,117,58,34,164,N,3.16,511,119,0.981,LAD,162,81,1254,72,127,124,1328,4373,77,N,1,94,556,574,2,80,28,17,1289,985,58,N,N,85,3138626,W,LAD,NL,Los Angeles Dodgers,Dodger Stadium,LAD,LAN,LAN,LAN,2003
266,24,5548,575,547,98,5,39,72,43,22,142,N,5.02,810,114,0.981,MIL,162,81,1590,71,219,196,1423,4356,94,N,1,100,873,714,6,99,40,3,1034,1221,44,N,N,68,1700354,C,MIL,NL,Milwaukee Brewers,Miller Park,MIL,MIL,ML4,MIL,2003
318,45,5655,402,512,101,7,44,52,18,180,114,Y,4.41,716,87,0.985,MIN,162,81,1526,63,187,155,1567,4386,72,N,1,100,758,801,1,94,52,8,997,1027,45,N,N,90,1946011,C,MIN,AL,Minnesota Twins,Hubert H Humphrey Metrodome,MIN,MIN,MIN,MIN,2003
294,25,5437,463,522,105,15,39,43,18,186,152,N,4.01,640,102,0.983,WSN,162,81,1467,45,181,144,1404,4313,79,N,1,105,716,711,4,100,40,10,1028,990,42,N,N,83,1025639,E,WSN,NL,Montreal Expos,Stade Olympique/Hiram Bithorn Stadium,MON,MON,MON,MON,2003
304,14,5605,375,684,98,8,33,67,28,0,126,Y,4.02,653,114,0.981,NYY,163,82,1512,81,145,230,1518,4386,61,Y,1,97,716,877,1,98,35,12,1119,1042,49,N,N,101,3465600,E,NYY,AL,New York Yankees,Yankee Stadium II,NYY,NYA,NYA,NYA,2003
262,24,5341,576,489,97,3,31,0,74,255,158,N,4.48,704,118,0.98,NYM,161,80,1497,54,168,124,1317,4240,95,N,1,98,754,642,5,70,45,10,907,1035,38,N,N,66,2140599,E,NYM,NL,New York Mets,Shea Stadium,NYM,NYN,NYN,NYN,2003
317,24,5497,499,556,99,16,14,30,178,239,145,Y,3.63,582,107,0.983,OAK,162,81,1336,59,140,176,1398,4325,66,N,1,98,643,768,1,48,53,14,1018,898,48,N,N,96,2216596,W,OAK,AL,Oakland Athletics,Oakland Coliseum,OAK,OAK,OAK,OAK,2003
325,27,5543,536,651,93,9,29,68,18,212,146,N,4.04,648,97,0.984,PHI,162,81,1386,55,142,166,1448,4331,76,N,1,93,697,791,3,72,38,13,1060,1155,33,N,N,86,2259948,E,PHI,NL,Philadelphia Phillies,Veterans Stadium,PHI,PHI,PHI,PHI,2003
275,45,5581,502,529,102,7,37,39,184,252,159,N,4.64,744,123,0.98,PIT,162,81,1527,87,178,163,1492,4333,87,N,1,102,801,753,4,86,38,10,926,1049,44,N,N,75,1636751,C,PIT,NL,Pittsburgh Pirates,PNC Park,PIT,PIT,PIT,PIT,2003
257,32,5531,611,565,91,2,39,97,44,4,141,N,4.87,774,102,0.983,SDP,162,81,1458,57,208,128,1442,4294,98,N,1,92,831,678,5,76,42,10,1091,1073,31,N,N,64,2030084,W,SDP,NL,San Diego Padres,Qualcomm Stadium,SDP,SDN,SDN,SDN,2003
290,33,5561,466,586,95,8,37,92,91,0,159,N,3.76,602,65,0.989,SEA,162,81,1340,53,173,139,1509,4323,69,N,1,95,637,795,2,108,46,15,1001,989,38,N,N,93,3268509,W,SEA,AL,Seattle Mariners,Safeco Field,SEA,SEA,SEA,SEA,2003
281,29,5456,546,593,99,7,37,25,72,255,163,Y,3.73,595,80,0.987,SFG,161,81,1349,40,136,180,1440,4312,61,N,1,98,638,755,1,53,39,10,1006,980,43,N,N,100,3264898,W,SFG,NL,San Francisco Giants,PacBell Park,SFG,SFN,SFN,SFN,2003
342,32,5672,508,580,97,9,32,65,17,205,138,N,4.6,748,77,0.987,STL,162,81,1544,73,210,196,1580,4391,77,N,1,96,796,876,3,82,54,10,969,952,41,N,N,85,2910386,C,STL,NL,St. Louis Cardinals,Busch Stadium II,STL,SLN,SLN,SLN,2003
298,38,5654,639,420,95,7,42,247,192,149,158,N,4.93,787,103,0.983,TBD,162,81,1454,56,196,137,1501,4310,99,N,1,97,852,715,5,142,50,7,877,1030,30,N,N,63,1058695,E,TBD,AL,Tampa Bay Devil Rays,Tropicana Field,TBD,TBA,TBA,TBA,2003
274,36,5664,603,488,111,4,25,115,44,0,168,N,5.67,903,94,0.985,TEX,162,81,1625,75,208,239,1506,4300,91,N,1,111,969,826,4,65,42,3,1009,1052,43,N,N,71,2094394,W,TEX,AL,Texas Rangers,The Ballpark at Arlington,TEX,TEX,TEX,TEX,2003
357,33,5661,485,546,104,14,25,191,118,4,161,N,4.69,748,117,0.981,TOR,162,81,1560,90,184,190,1580,4305,76,N,1,104,826,894,3,37,56,6,984,1081,35,N,N,86,1799458,E,TOR,AL,Toronto Blue Jays,Skydome,TOR,TOR,TOR,TOR,2003
272,37,5675,502,450,97,2,46,32,0,185,126,Y,4.28,692,90,0.985,ANA,162,81,1476,73,170,162,1603,4363,70,N,1,97,734,836,1,143,41,11,1164,942,50,N,N,92,3375677,W,ANA,AL,Anaheim Angels,Angels Stadium of Anaheim,ANA,ANA,ANA,ANA,2004
295,38,5544,668,441,105,5,32,48,25,167,144,N,4.98,794,139,0.977,ARI,162,81,1480,35,197,135,1401,4308,111,N,1,107,899,615,5,53,37,6,1153,1022,33,N,N,51,2519560,W,ARI,NL,Arizona Diamondbacks,Bank One Ballpark,ARI,ARI,ARI,ARI,2004
304,37,5570,523,587,101,4,32,65,17,207,171,Y,3.74,603,116,0.981,ATL,162,81,1475,59,154,178,1503,4350,66,N,1,100,668,803,1,86,48,13,1025,1158,48,N,N,96,2327565,E,ATL,NL,Atlanta Braves,Turner Field,ATL,ATL,ATL,ATL,2004
319,18,5736,687,528,98,8,41,1,70,223,161,N,4.7,760,110,0.982,BAL,162,81,1488,57,159,169,1614,4366,84,N,1,99,830,842,3,101,62,10,1090,949,27,N,N,78,2744018,E,BAL,AL,Baltimore Orioles,Oriole Park at Camden Yards,BAL,BAL,BAL,BAL,2004
373,25,5720,447,659,106,4,30,48,12,198,129,N,4.18,674,118,0.981,BOS,162,81,1430,69,159,222,1613,4354,64,Y,1,105,768,949,2,68,55,12,1132,1189,36,Y,Y,98,2837294,E,BOS,AL,Boston Red Sox,Fenway Park II,BOS,BOS,BOS,BOS,2004
284,19,5534,527,499,102,8,51,0,0,0,167,N,4.91,782,100,0.984,CHW,162,81,1505,63,224,242,1481,4297,79,N,1,102,831,865,2,78,42,8,1013,1030,34,N,N,83,1930537,C,CHW,AL,Chicago White Sox,U.S. Cellular Field,CHW,CHA,CHA,CHA,2004
308,29,5628,545,489,103,3,28,134,51,12,126,N,3.81,621,86,0.986,CHC,162,82,1363,38,169,235,1508,4396,73,N,1,102,665,789,3,66,48,6,1346,1080,42,N,N,89,3170154,C,CHC,NL,Chicago Cubs,Wrigley Field,CHC,CHN,CHN,CHN,2004
287,28,5518,572,599,98,5,25,31,1,198,123,N,5.19,832,113,0.981,CIN,162,81,1595,81,236,194,1380,4331,86,N,1,99,907,750,4,77,25,8,992,1335,47,N,N,76,2287250,C,CIN,NL,Cincinnati Reds,Great American Ball Park,CIN,CIN,CIN,CIN,2004
345,29,5676,579,606,94,8,55,59,8,215,152,N,4.81,784,106,0.983,CLE,162,81,1553,78,201,184,1565,4400,82,N,1,94,857,858,3,94,42,8,1115,1009,32,N,N,80,1814401,C,CLE,AL,Cleveland Indians,Jacobs Field,CLE,CLE,CLE,CLE,2004
331,34,5577,697,568,113,3,33,93,15,34,161,N,5.54,883,89,0.986,COL,162,81,1634,54,198,202,1531,4306,94,N,1,114,923,833,4,44,37,2,947,1181,36,N,N,68,2338069,W,COL,NL,Colorado Rockies,Coors Field,COL,COL,COL,COL,2004
284,54,5623,530,518,95,7,50,67,35,6,160,N,4.93,788,144,0.977,DET,162,81,1542,50,190,201,1531,4319,90,N,1,96,844,827,4,86,43,9,995,1144,35,N,N,72,1917004,C,DET,AL,Detroit Tigers,Comerica Park,DET,DET,DET,DET,2004
275,32,5486,513,499,95,6,43,51,101,243,153,N,4.1,655,86,0.986,FLA,162,80,1395,58,166,148,1447,4317,79,N,1,95,700,718,3,96,40,14,1116,968,53,N,N,83,1723105,E,FLA,NL,Florida Marlins,Pro Player Stadium,FLA,FLO,FLO,FLO,2004
294,36,5468,525,590,102,2,30,42,73,214,136,N,4.05,650,101,0.983,HOU,162,81,1416,61,174,187,1458,4329,70,N,1,101,698,803,2,89,52,13,1282,999,47,Y,N,92,3087872,C,HOU,NL,Houston Astros,Minute Maid Park,HOU,HOU,HOU,HOU,2004
261,29,5538,518,461,102,6,48,116,44,0,169,N,5.15,813,131,0.978,KCR,162,80,1638,76,208,150,1432,4261,104,N,1,103,905,720,5,67,38,3,887,1057,25,N,N,58,1661478,C,KCR,AL,Kansas City Royals,Kauffman Stadium,KCR,KCA,KCA,KCA,2004
226,30,5542,521,536,95,2,41,117,58,34,145,Y,4.01,647,73,0.988,LAD,162,81,1386,62,178,203,1450,4360,69,N,1,95,684,761,1,102,35,6,1066,1092,51,N,N,93,3488283,W,LAD,NL,Los Angeles Dodgers,Dodger Stadium,LAD,LAN,LAN,LAN,2004
295,32,5483,476,540,100,6,40,72,43,22,132,N,4.24,679,117,0.981,MIL,161,81,1440,68,164,135,1358,4326,94,N,1,101,757,634,6,138,40,10,1098,1312,42,N,N,67,2062382,C,MIL,NL,Milwaukee Brewers,Miller Park,MIL,MIL,ML4,MIL,2004
310,24,5623,431,513,103,4,46,52,18,180,158,Y,4.03,661,101,0.984,MIN,162,81,1523,64,167,191,1494,4428,70,N,1,102,715,780,1,116,40,9,1123,982,48,N,N,92,1911490,C,MIN,AL,Minnesota Twins,Hubert H Humphrey Metrodome,MIN,MIN,MIN,MIN,2004
276,27,5474,582,496,105,11,38,43,18,186,172,N,4.33,696,99,0.984,WSN,162,80,1477,35,191,151,1361,4341,95,N,1,105,769,635,5,109,33,11,1032,925,31,N,N,67,749550,E,WSN,NL,Montreal Expos,Stade Olympique/Hiram Bithorn Stadium,MON,MON,MON,MON,2004
281,20,5527,445,670,98,1,33,67,28,0,148,Y,4.69,752,99,0.984,NYY,162,81,1532,80,182,242,1483,4331,61,N,1,97,808,897,1,84,50,5,1058,982,59,N,N,101,3775292,E,NYY,AL,New York Yankees,Yankee Stadium II,NYY,NYA,NYA,NYA,2004
289,20,5532,592,512,99,2,23,0,74,255,144,N,4.09,658,137,0.978,NYM,162,81,1452,61,156,185,1376,4347,91,N,1,99,731,684,4,107,34,6,977,1159,31,N,N,71,2318951,E,NYM,NL,New York Mets,Shea Stadium,NYM,NYN,NYN,NYN,2004
336,15,5728,544,608,99,10,22,30,178,239,172,N,4.17,682,91,0.986,OAK,162,81,1466,55,164,189,1545,4414,71,N,1,98,742,793,2,47,43,8,1034,1061,35,N,N,91,2201516,W,OAK,AL,Oakland Athletics,Network Associates Coliseum,OAK,OAK,OAK,OAK,2004
303,23,5643,502,645,105,4,27,68,18,212,142,N,4.45,724,81,0.987,PHI,162,81,1488,58,214,215,1505,4388,76,N,1,104,781,840,2,100,46,5,1070,1133,43,N,N,86,3250092,E,PHI,NL,Philadelphia Phillies,Citizens Bank Park,PHI,PHI,PHI,PHI,2004
267,39,5483,576,415,99,3,40,39,184,252,189,N,4.29,680,103,0.983,PIT,161,80,1451,95,149,142,1428,4284,89,N,1,100,744,680,5,63,42,8,1079,1066,46,N,N,72,1580031,C,PIT,NL,Pittsburgh Pirates,PNC Park,PIT,PIT,PIT,PIT,2004
304,32,5573,422,566,90,3,25,97,44,4,146,N,4.03,645,108,0.982,SDP,162,81,1460,56,184,139,1521,4323,75,N,1,90,705,768,3,52,66,8,1079,910,44,N,N,87,3016752,W,SDP,NL,San Diego Padres,Petco Park,SDP,SDN,SDN,SDN,2004
276,20,5722,575,492,97,7,42,92,91,0,140,N,4.76,772,103,0.983,SEA,162,82,1498,54,212,136,1544,4378,99,N,1,98,823,698,4,110,48,7,1036,1058,28,N,N,63,2940731,W,SEA,AL,Seattle Mariners,Safeco Field,SEA,SEA,SEA,SEA,2004
