2B,3B,AB,BBA,BB,BPF,CG,CS,Color B,Color G,Color R,DP,Div Win,ERA,ER,E,FP,Franchise ID,G,Ghome,HA,HBP,HRA,HR,H,I Pouts,L,Lg Win,Number of Records,PPF,RA,R,Rank,SB,SF,SHO,SOA,SO,SV,WC Win,WS Win,W,Attendance,Div ID,Franch ID,Lg ID,Name,Park,Team IDBR,Team ID,teamIDlahman45,Team I Dretro,Year ID
314,33,5546,548,705,101,8,23,25,72,255,153,N,4.29,695,101,0.984,SFG,162,82,1481,72,161,183,1500,4371,71,N,1,101,770,850,2,43,51,8,1020,874,46,N,N,91,3256854,W,SFG,NL,San Francisco Giants,SBC Park,SFG,SFN,SFN,SFN,2004
319,24,5555,440,548,100,4,47,65,17,205,154,Y,3.75,605,97,0.985,STL,162,81,1378,51,169,214,1544,4361,57,Y,1,99,659,855,1,111,70,12,1041,1085,57,N,N,105,3048427,C,STL,NL,St. Louis Cardinals,Busch Stadium II,STL,SLN,SLN,SLN,2004
278,46,5483,580,469,96,3,42,247,192,149,139,N,4.81,757,119,0.98,TBD,161,80,1459,55,192,145,1416,4251,91,N,1,98,842,714,4,132,56,5,923,944,35,N,N,70,1274911,E,TBD,AL,Tampa Bay Devil Rays,Tropicana Field,TBD,TBA,TBA,TBA,2004
323,34,5615,547,500,108,5,36,115,44,0,152,N,4.53,724,117,0.981,TEX,162,81,1536,61,182,227,1492,4319,73,N,1,109,794,860,3,69,57,9,979,1099,52,N,N,89,2513685,W,TEX,AL,Texas Rangers,The Ballpark at Arlington,TEX,TEX,TEX,TEX,2004
290,34,5531,608,513,104,6,31,191,118,4,150,N,4.91,775,91,0.985,TOR,161,81,1505,71,181,145,1438,4263,94,N,1,104,823,719,5,58,42,11,956,1083,37,N,N,67,1900041,E,TOR,AL,Toronto Blue Jays,Skydome,TOR,TOR,TOR,TOR,2004
291,27,5550,537,606,103,6,26,48,25,167,159,N,4.84,783,94,0.985,ARI,162,81,1580,55,193,191,1419,4369,85,N,1,105,856,696,2,67,45,10,1038,1094,45,N,N,77,2059424,W,ARI,NL,Arizona Diamondbacks,Bank One Ballpark,ARI,ARI,ARI,ARI,2005
308,37,5486,520,534,101,8,32,65,17,207,170,Y,3.98,639,86,0.986,ATL,162,81,1487,45,145,184,1453,4331,72,N,1,100,674,769,1,92,46,12,929,1084,38,N,N,90,2521167,E,ATL,NL,Atlanta Braves,Turner Field,ATL,ATL,ATL,ATL,2005
296,27,5551,580,447,99,2,37,1,70,223,154,N,4.56,724,107,0.982,BAL,162,81,1458,54,180,189,1492,4283,88,N,1,99,800,729,4,83,42,9,1052,902,38,N,N,74,2624740,E,BAL,AL,Baltimore Orioles,Oriole Park at Camden Yards,BAL,BAL,BAL,BAL,2005
339,21,5626,440,653,104,6,12,48,12,198,135,N,4.74,752,109,0.982,BOS,162,81,1550,47,164,199,1579,4287,67,N,1,104,805,910,2,45,63,8,959,1044,38,Y,N,95,2847888,E,BOS,AL,Boston Red Sox,Fenway Park II,BOS,BOS,BOS,BOS,2005
253,23,5529,459,435,103,9,67,0,0,0,166,Y,3.61,592,94,0.985,CHW,162,81,1392,79,167,200,1450,4427,63,Y,1,103,645,741,1,137,49,10,1040,1002,54,N,Y,99,2342833,C,CHW,AL,Chicago White Sox,U.S. Cellular Field,CHW,CHA,CHA,CHA,2005
323,23,5584,576,419,104,8,39,134,51,12,136,N,4.19,671,101,0.983,CHC,162,81,1357,50,186,194,1506,4320,83,N,1,104,714,703,4,65,37,10,1256,920,39,N,N,79,3099992,C,CHC,NL,Chicago Cubs,Wrigley Field,CHC,CHN,CHN,CHN,2005
335,15,5565,492,611,100,2,23,31,1,198,133,N,5.15,820,104,0.983,CIN,163,82,1657,62,219,222,1453,4299,89,N,1,101,889,820,5,72,39,1,955,1303,31,N,N,73,1943067,C,CIN,NL,Cincinnati Reds,Great American Ball Park,CIN,CIN,CIN,CIN,2005
337,30,5609,413,503,96,6,36,59,8,215,156,N,3.61,582,106,0.983,CLE,162,81,1363,54,157,207,1522,4358,69,N,1,96,642,790,2,62,50,10,1050,1093,51,N,N,93,2013763,C,CLE,AL,Cleveland Indians,Jacobs Field,CLE,CLE,CLE,CLE,2005
280,34,5542,604,509,112,4,32,93,15,34,158,N,5.13,808,118,0.981,COL,162,81,1600,64,175,150,1477,4256,95,N,1,113,862,740,5,65,34,4,981,1103,37,N,N,67,1914389,W,COL,NL,Colorado Rockies,Coors Field,COL,COL,COL,COL,2005
283,45,5602,461,384,98,7,28,67,35,6,171,N,4.51,719,110,0.982,DET,162,81,1504,53,193,168,1521,4307,91,N,1,98,787,723,4,66,52,2,907,1038,37,N,N,71,2024431,C,DET,AL,Detroit Tigers,Comerica Park,DET,DET,DET,DET,2005
306,32,5502,563,512,94,14,38,51,101,243,177,N,4.16,666,103,0.983,FLA,162,81,1459,67,116,128,1499,4327,79,N,1,94,732,717,3,96,50,15,1125,918,42,N,N,83,1852608,E,FLA,NL,Florida Marlins,Dolphin Stadium,FLA,FLO,FLO,FLO,2005
281,32,5462,440,481,101,6,44,42,73,214,146,N,3.51,563,89,0.985,HOU,163,81,1336,72,155,161,1400,4329,73,Y,1,100,609,693,2,115,42,11,1164,1037,45,Y,N,89,2804760,C,HOU,NL,Houston Astros,Minute Maid Park,HOU,HOU,HOU,HOU,2005
289,34,5503,580,424,99,4,33,116,44,0,163,N,5.49,862,125,0.979,KCR,162,81,1640,63,178,126,1445,4240,106,N,1,101,935,701,5,53,50,4,924,1008,25,N,N,56,1371181,C,KCR,AL,Kansas City Royals,Kauffman Stadium,KCR,KCA,KCA,KCA,2005
278,30,5624,443,447,98,7,57,32,0,185,139,Y,3.68,598,87,0.986,ANA,162,81,1419,29,158,147,1520,4393,67,N,1,97,643,761,1,161,39,11,1126,848,54,N,N,95,3404686,W,ANA,AL,Los Angeles Angels of Anaheim,Angel Stadium,LAA,LAA,ANA,ANA,2005
284,21,5433,471,541,98,6,35,117,58,34,141,N,4.38,695,106,0.983,LAD,162,81,1434,67,182,149,1374,4282,91,N,1,97,755,685,4,58,33,9,1004,1094,40,N,N,71,3603646,W,LAD,NL,Los Angeles Dodgers,Dodger Stadium,LAD,LAN,LAN,LAN,2005
327,19,5448,569,531,101,7,34,72,43,22,139,N,3.97,635,119,0.98,MIL,162,81,1382,73,169,175,1413,4314,81,N,1,101,697,726,3,79,38,6,1173,1162,46,N,N,81,2211023,C,MIL,NL,Milwaukee Brewers,Miller Park,MIL,MIL,ML4,MIL,2005
269,32,5564,348,485,102,9,44,52,18,180,171,N,3.71,604,102,0.984,MIN,162,81,1458,59,169,134,1441,4393,79,N,1,102,662,688,3,102,42,8,965,978,44,N,N,83,2034243,C,MIN,AL,Minnesota Twins,Hubert H Humphrey Metrodome,MIN,MIN,MIN,MIN,2005
259,16,5624,463,637,98,8,27,67,28,0,151,Y,4.52,718,95,0.984,NYY,162,81,1495,73,164,229,1552,4292,67,N,1,97,789,886,1,84,43,14,985,989,46,N,N,95,4090696,E,NYY,AL,New York Yankees,Yankee Stadium II,NYY,NYA,NYA,NYA,2005
279,32,5505,491,486,98,8,40,0,74,255,146,N,3.76,599,106,0.983,NYM,162,81,1390,48,135,175,1421,4307,79,N,1,97,648,722,3,153,38,11,1012,1075,38,N,N,83,2829929,E,NYM,NL,New York Mets,Shea Stadium,NYM,NYN,NYN,NYN,2005
310,20,5627,504,537,101,9,22,30,178,239,166,N,3.69,594,88,0.986,OAK,162,81,1315,52,154,155,1476,4351,74,N,1,100,658,772,2,31,40,12,1075,819,38,N,N,88,2109118,W,OAK,AL,Oakland Athletics,McAfee Coliseum,OAK,OAK,OAK,OAK,2005
282,35,5542,487,639,105,4,27,68,18,212,132,N,4.21,672,90,0.985,PHI,162,81,1379,56,189,167,1494,4305,74,N,1,104,726,807,2,116,46,6,1159,1083,40,N,N,88,2665304,E,PHI,NL,Philadelphia Phillies,Citizens Bank Park,PHI,PHI,PHI,PHI,2005
292,38,5573,612,471,99,4,30,39,184,252,193,N,4.42,706,117,0.981,PIT,162,81,1456,72,162,139,1445,4308,95,N,1,100,769,680,6,73,49,14,958,1092,35,N,N,67,1817245,C,PIT,NL,Pittsburgh Pirates,PNC Park,PIT,PIT,PIT,PIT,2005
269,39,5502,503,600,92,4,44,97,44,4,136,Y,4.13,668,109,0.982,SDP,162,81,1452,49,146,130,1416,4366,80,N,1,91,726,684,1,99,48,8,1133,977,45,N,N,82,2869787,W,SDP,NL,San Diego Padres,Petco Park,SDP,SDN,SDN,SDN,2005
289,34,5507,496,466,95,6,47,92,91,0,144,N,4.49,712,86,0.986,SEA,162,81,1483,48,179,130,1408,4283,93,N,1,96,751,699,4,102,37,7,892,986,39,N,N,69,2725459,W,SEA,AL,Seattle Mariners,Safeco Field,SEA,SEA,SEA,SEA,2005
299,26,5462,592,431,101,4,35,25,72,255,146,N,4.33,695,90,0.985,SFG,162,81,1456,49,151,128,1427,4333,87,N,1,101,745,649,3,71,44,8,972,901,46,N,N,75,3181023,W,SFG,NL,San Francisco Giants,SBC Park,SFG,SFN,SFN,SFN,2005
287,26,5538,443,534,101,15,36,65,17,205,196,Y,3.49,560,100,0.984,STL,162,81,1399,62,153,170,1494,4337,62,N,1,100,634,805,1,83,35,14,974,947,48,N,N,100,3538988,C,STL,NL,St. Louis Cardinals,Busch Stadium II,STL,SLN,SLN,SLN,2005
289,40,5552,615,412,99,1,49,247,192,149,139,N,5.39,851,124,0.979,TBD,162,81,1570,69,194,157,1519,4265,95,N,1,100,936,750,5,151,51,4,949,990,43,N,N,67,1141669,E,TBD,AL,Tampa Bay Devil Rays,Tropicana Field,TBD,TBA,TBA,TBA,2005
311,29,5716,522,495,106,2,15,115,44,0,149,N,4.96,794,108,0.982,TEX,162,81,1589,48,159,260,1528,4320,83,N,1,106,858,865,3,67,32,6,932,1112,46,N,N,79,2525221,W,TEX,AL,Texas Rangers,Ameriquest Field,TEX,TEX,TEX,TEX,2005
307,39,5581,444,486,102,9,35,191,118,4,154,N,4.06,653,95,0.985,TOR,162,81,1475,89,185,136,1480,4341,82,N,1,102,705,775,3,72,56,8,958,955,35,N,N,80,2014995,E,TOR,AL,Toronto Blue Jays,Rogers Centre,TOR,TOR,TOR,TOR,2005
311,32,5426,539,491,95,4,45,43,18,186,156,N,3.87,627,92,0.985,WSN,162,81,1456,89,140,117,1367,4374,81,N,1,96,673,639,5,45,45,9,997,1090,51,N,N,81,2731993,E,WSN,NL,Washington Nationals,R.F.K. Stadium,WSN,WAS,MON,WAS,2005
331,38,5645,536,504,105,8,30,48,25,167,172,N,4.48,727,104,0.983,ARI,162,81,1503,67,168,160,1506,4379,86,N,1,105,788,773,4,76,53,9,1115,965,34,N,N,76,2091685,W,ARI,NL,Arizona Diamondbacks,Chase Field,ARI,ARI,ARI,ARI,2006
312,26,5583,572,526,100,6,35,65,17,207,146,N,4.6,736,99,0.984,ATL,162,81,1529,52,183,222,1510,4324,83,N,1,99,805,849,3,52,44,6,1049,1169,38,N,N,79,2550524,E,ATL,NL,Atlanta Braves,Turner Field,ATL,ATL,ATL,ATL,2006
288,20,5610,613,474,99,5,32,1,70,223,156,N,5.35,843,102,0.983,BAL,162,81,1579,73,216,164,1556,4257,92,N,1,100,899,768,4,121,41,9,1016,878,35,N,N,70,2153139,E,BAL,AL,Baltimore Orioles,Oriole Park at Camden Yards,BAL,BAL,BAL,BAL,2006
327,16,5619,509,672,105,3,23,48,12,198,174,N,4.83,773,66,0.989,BOS,162,81,1570,66,181,192,1510,4324,76,N,1,104,825,820,3,51,56,6,1070,1056,46,N,N,86,2930588,E,BOS,AL,Boston Red Sox,Fenway Park II,BOS,BOS,BOS,BOS,2006
291,20,5657,433,502,104,5,48,0,0,0,145,N,4.61,743,90,0.985,CHW,162,81,1534,58,200,236,1586,4347,72,N,1,104,794,868,3,93,57,11,1012,1056,46,N,N,90,2957414,C,CHW,AL,Chicago White Sox,U.S. Cellular Field,CHW,CHA,CHA,CHA,2006
271,46,5587,687,395,103,2,49,134,51,12,122,N,4.74,758,106,0.982,CHC,162,81,1396,43,210,166,1496,4317,96,N,1,103,834,716,6,121,37,7,1250,928,29,N,N,66,3123215,C,CHC,NL,Chicago Cubs,Wrigley Field,CHC,CHN,CHN,CHN,2006
291,12,5515,464,614,104,9,33,31,1,198,139,N,4.51,725,128,0.979,CIN,162,82,1576,59,213,217,1419,4337,82,N,1,104,801,749,3,124,38,10,1053,1192,36,N,N,80,2134607,C,CIN,NL,Cincinnati Reds,Great American Ball Park,CIN,CIN,CIN,CIN,2006
351,27,5619,429,556,99,13,23,59,8,215,165,N,4.41,698,118,0.981,CLE,162,81,1583,54,166,196,1576,4270,84,N,1,98,782,870,4,55,43,13,948,1204,24,N,N,78,1997995,C,CLE,AL,Cleveland Indians,Jacobs Field,CLE,CLE,CLE,CLE,2006
325,54,5562,553,561,109,5,50,93,15,34,190,N,4.66,749,91,0.985,COL,162,81,1549,60,155,157,1504,4342,86,N,1,109,812,813,4,85,45,8,952,1108,34,N,N,76,2104362,W,COL,NL,Colorado Rockies,Coors Field,COL,COL,COL,COL,2006
294,40,5642,489,430,100,3,40,67,35,6,162,N,3.84,618,106,0.983,DET,162,81,1420,45,160,203,1548,4344,67,Y,1,100,675,822,2,60,36,16,1003,1133,46,Y,N,95,2595937,C,DET,AL,Detroit Tigers,Comerica Park,DET,DET,DET,DET,2006
309,42,5502,622,497,95,6,58,51,101,243,166,N,4.37,696,126,0.979,FLA,162,81,1465,74,166,182,1454,4300,84,N,1,96,772,758,4,110,42,6,1088,1249,41,N,N,78,1164134,E,FLA,NL,Florida Marlins,Dolphin Stadium,FLA,FLO,FLO,FLO,2006
275,27,5521,480,585,100,5,36,42,73,214,164,N,4.08,666,80,0.987,HOU,162,81,1425,73,182,174,1407,4406,80,N,1,99,719,735,2,79,46,12,1160,1076,42,N,N,82,3022763,C,HOU,NL,Houston Astros,Minute Maid Park,HOU,HOU,HOU,HOU,2006
335,37,5589,637,474,101,3,34,116,44,0,189,N,5.65,896,98,0.984,KCR,162,81,1648,64,213,124,1515,4279,100,N,1,103,971,757,5,65,48,5,904,1040,35,N,N,62,1372638,C,KCR,AL,Kansas City Royals,Kauffman Stadium,KCR,KCA,KCA,KCA,2006
309,29,5609,471,486,100,5,57,32,0,185,154,N,4.04,652,124,0.979,ANA,162,81,1410,42,158,159,1539,4358,73,N,1,100,732,766,2,148,53,12,1164,914,50,N,N,89,3406790,W,ANA,AL,Los Angeles Angels of Anaheim,Angel Stadium,LAA,LAA,ANA,ANA,2006
307,58,5628,492,601,101,1,49,117,58,34,174,N,4.23,686,115,0.982,LAD,162,81,1524,51,152,153,1552,4381,74,N,1,100,751,820,2,128,48,10,1068,959,40,Y,N,88,3758545,W,LAD,NL,Los Angeles Dodgers,Dodger Stadium,LAD,LAN,LAN,LAN,2006
301,20,5433,514,502,101,7,37,72,43,22,126,N,4.82,763,117,0.98,MIL,162,81,1454,82,177,180,1400,4277,87,N,1,101,833,730,4,71,53,8,1145,1233,43,N,N,75,2335643,C,MIL,NL,Milwaukee Brewers,Miller Park,MIL,MIL,ML4,MIL,2006
275,34,5602,356,490,98,1,42,52,18,180,135,Y,3.95,632,84,0.986,MIN,162,81,1490,50,182,143,1608,4318,66,N,1,98,683,801,1,101,55,6,1164,872,40,N,N,96,2285018,C,MIN,AL,Minnesota Twins,Hubert H Humphrey Metrodome,MIN,MIN,MIN,MIN,2006
327,21,5651,496,649,101,5,35,67,28,0,145,Y,4.41,708,104,0.983,NYY,162,81,1463,72,170,210,1608,4331,65,N,1,99,767,930,1,139,49,8,1019,1053,43,N,N,97,4248067,E,NYY,AL,New York Yankees,Yankee Stadium II,NYY,NYA,NYA,NYA,2006
323,41,5558,527,547,98,5,35,0,74,255,131,Y,4.14,673,104,0.983,NYM,162,81,1402,62,180,200,1469,4384,65,N,1,97,731,834,1,146,47,12,1161,1071,43,N,N,97,3379535,E,NYM,NL,New York Mets,Shea Stadium,NYM,NYN,NYN,NYN,2006
266,22,5500,529,650,97,5,20,30,178,239,173,Y,4.21,679,84,0.986,OAK,162,81,1525,50,162,175,1429,4355,69,N,1,97,727,771,1,61,56,11,1003,976,54,N,N,93,1976625,W,OAK,AL,Oakland Athletics,McAfee Coliseum,OAK,OAK,OAK,OAK,2006
294,41,5687,512,626,105,4,25,68,18,212,153,N,4.6,747,104,0.983,PHI,162,81,1561,95,211,216,1518,4381,77,N,1,104,812,865,2,92,44,6,1138,1203,42,N,N,85,2701815,E,PHI,NL,Philadelphia Phillies,Citizens Bank Park,PHI,PHI,PHI,PHI,2006
286,17,5558,620,459,98,2,23,39,184,252,168,N,4.52,720,104,0.983,PIT,162,81,1545,89,156,141,1462,4305,95,N,1,99,797,691,5,68,49,10,1060,1200,39,N,N,67,1861549,C,PIT,NL,Pittsburgh Pirates,PNC Park,PIT,PIT,PIT,PIT,2006
298,38,5576,468,564,91,4,31,97,44,4,138,Y,3.87,629,92,0.985,SDP,162,81,1385,40,176,161,1465,4391,74,N,1,90,679,731,1,123,47,11,1097,1104,50,N,N,88,2659757,W,SDP,NL,San Diego Padres,Petco Park,SDP,SDN,SDN,SDN,2006
266,42,5670,560,404,97,6,37,92,91,0,150,N,4.6,739,88,0.985,SEA,162,81,1500,63,183,172,1540,4340,84,N,1,97,792,756,4,106,38,6,1067,974,47,N,N,78,2481165,W,SEA,AL,Seattle Mariners,Safeco Field,SEA,SEA,SEA,SEA,2006
297,52,5472,584,494,100,7,25,25,72,255,132,N,4.63,735,91,0.985,SFG,161,81,1422,53,153,163,1418,4289,85,N,1,100,790,746,3,58,37,9,992,891,37,N,N,76,3130313,W,SFG,NL,San Francisco Giants,AT&T Park,SFG,SFN,SFN,SFN,2006
292,27,5522,504,531,99,6,32,65,17,205,170,Y,4.54,721,98,0.984,STL,161,80,1475,61,193,184,1484,4289,78,Y,1,99,762,781,1,59,40,9,970,922,38,N,Y,83,3407104,C,STL,NL,St. Louis Cardinals,Busch Stadium III,STL,SLN,SLN,SLN,2006
267,33,5474,606,441,99,3,52,247,192,149,156,N,4.96,782,116,0.981,TBD,162,81,1600,47,180,190,1395,4261,101,N,1,101,856,689,5,134,43,7,979,1106,33,N,N,61,1368950,E,TBD,AL,Tampa Bay Devil Rays,Tropicana Field,TBD,TBA,TBA,TBA,2006
357,23,5659,496,505,101,3,24,115,44,0,174,N,4.6,731,98,0.984,TEX,162,81,1558,40,162,183,1571,4294,82,N,1,101,784,835,3,53,50,8,972,1061,42,N,N,80,2388757,W,TEX,AL,Texas Rangers,Ameriquest Field,TEX,TEX,TEX,TEX,2006
348,27,5596,504,514,100,6,33,191,118,4,157,N,4.37,694,99,0.984,TOR,162,81,1447,63,185,199,1591,4285,75,N,1,100,754,809,2,65,52,6,1076,906,42,N,N,87,2302212,E,TOR,AL,Toronto Blue Jays,Rogers Centre,TOR,TOR,TOR,TOR,2006
322,22,5495,584,594,94,1,62,43,18,186,123,N,5.03,803,131,0.978,WSN,162,81,1535,69,193,164,1437,4309,91,N,1,95,872,746,5,123,49,3,960,1156,32,N,N,71,2153056,E,WSN,NL,Washington Nationals,R.F.K. Stadium,WSN,WAS,MON,WAS,2006
286,40,5398,546,532,107,7,24,48,25,167,157,Y,4.13,662,106,0.983,ARI,162,81,1446,57,169,171,1350,4323,72,N,1,107,732,712,1,109,58,12,1088,1111,51,N,N,90,2325249,W,ARI,NL,Arizona Diamondbacks,Chase Field,ARI,ARI,ARI,ARI,2007
328,27,5689,537,534,98,1,30,65,17,207,141,N,4.11,665,107,0.983,ATL,162,81,1442,49,172,176,1562,4369,78,N,1,98,733,810,3,64,47,6,1106,1149,36,N,N,84,2745207,E,ATL,NL,Atlanta Braves,Turner Field,ATL,ATL,ATL,ATL,2007
306,30,5631,696,500,101,4,42,1,70,223,155,N,5.17,827,79,0.987,BAL,162,81,1491,47,161,142,1529,4316,93,N,1,102,868,756,4,144,47,9,1087,939,30,N,N,69,2164822,E,BAL,AL,Baltimore Orioles,Oriole Park at Camden Yards,BAL,BAL,BAL,BAL,2007
352,35,5589,482,689,106,5,24,48,12,198,145,Y,3.87,618,81,0.986,BOS,162,81,1350,64,151,166,1561,4316,66,Y,1,105,657,867,1,96,54,13,1149,1042,45,N,Y,96,2970755,E,BOS,AL,Boston Red Sox,Fenway Park II,BOS,BOS,BOS,BOS,2007
249,20,5441,499,532,104,9,45,0,0,0,168,N,4.77,763,108,0.982,CHW,162,81,1556,52,174,190,1341,4322,90,N,1,104,839,693,4,78,35,9,1015,1149,42,N,N,72,2684395,C,CHW,AL,Chicago White Sox,U.S. Cellular Field,CHW,CHA,CHA,CHA,2007
340,28,5643,573,500,105,2,33,134,51,12,134,Y,4.04,650,94,0.984,CHC,162,81,1340,40,165,151,1530,4340,77,N,1,104,690,752,1,86,37,10,1211,1054,39,N,N,85,3252462,C,CHC,NL,Chicago Cubs,Wrigley Field,CHC,CHN,CHN,CHN,2007
293,23,5607,482,536,104,6,31,31,1,198,155,N,4.94,796,95,0.984,CIN,162,81,1605,66,198,204,1496,4349,90,N,1,104,853,783,5,97,46,7,1068,1113,34,N,N,72,2058593,C,CIN,NL,Cincinnati Reds,Great American Ball Park,CIN,CIN,CIN,CIN,2007
305,27,5604,410,590,101,9,41,59,8,215,167,Y,4.05,658,92,0.985,CLE,162,80,1519,80,146,178,1504,4388,66,N,1,100,704,811,1,72,59,9,1047,1202,49,N,N,96,2275912,C,CLE,AL,Cleveland Indians,Jacobs Field,CLE,CLE,CLE,CLE,2007
313,36,5691,504,622,107,4,31,93,15,34,180,N,4.32,706,68,0.989,COL,163,82,1497,58,164,171,1591,4416,73,Y,1,108,758,860,2,100,44,7,967,1152,39,Y,N,90,2376250,W,COL,NL,Colorado Rockies,Coors Field,COL,COL,COL,COL,2007
352,50,5757,566,474,102,1,30,67,35,6,148,N,4.57,735,99,0.984,DET,162,81,1498,56,174,177,1652,4342,74,N,1,101,797,887,2,103,45,9,1047,1054,44,N,N,88,3047133,C,DET,AL,Detroit Tigers,Comerica Park,DET,DET,DET,DET,2007
340,38,5627,661,521,97,0,34,51,101,243,159,N,4.94,793,137,0.977,FLA,162,81,1617,82,176,201,1504,4331,91,N,1,98,891,790,5,105,42,4,1142,1332,40,N,N,71,1370511,E,FLA,NL,Florida Marlins,Dolphin Stadium,FLA,FLO,FLO,FLO,2007
293,30,5605,510,547,100,2,33,42,73,214,128,N,4.68,761,103,0.983,HOU,162,81,1566,55,206,167,1457,4394,89,N,1,100,813,723,4,65,40,6,1109,1043,38,N,N,73,3020405,C,HOU,NL,Houston Astros,Minute Maid Park,HOU,HOU,HOU,HOU,2007
300,46,5534,520,428,100,2,44,116,44,0,160,N,4.48,716,106,0.982,KCR,162,81,1547,89,168,102,1447,4312,93,N,1,101,778,706,5,78,47,6,993,1069,36,N,N,69,1616867,C,KCR,AL,Kansas City Royals,Kauffman Stadium,KCR,KCA,KCA,KCA,2007
324,23,5554,477,507,101,5,55,32,0,185,154,Y,4.23,674,101,0.983,ANA,162,81,1480,40,151,123,1578,4305,68,N,1,100,731,822,1,139,65,9,1156,883,43,N,N,94,3365632,W,ANA,AL,Los Angeles Angels of Anaheim,Angel Stadium,LAA,LAA,ANA,ANA,2007
276,35,5614,518,511,101,4,50,117,58,34,160,N,4.2,677,114,0.981,LAD,162,81,1443,41,146,129,1544,4350,80,N,1,100,727,735,4,137,55,6,1184,864,43,N,N,82,3857036,W,LAD,NL,Los Angeles Dodgers,Dodger Stadium,LAD,LAN,LAN,LAN,2007
310,37,5554,507,501,100,3,32,72,43,22,144,N,4.41,708,109,0.982,MIL,162,81,1513,76,161,231,1455,4333,79,N,1,100,776,801,2,96,47,6,1174,1137,49,N,N,83,2869144,C,MIL,NL,Milwaukee Brewers,Miller Park,MIL,MIL,ML4,MIL,2007
273,36,5522,420,512,95,5,30,52,18,180,151,N,4.15,663,95,0.984,MIN,162,81,1505,48,185,118,1460,4310,83,N,1,95,725,718,3,112,45,8,1094,839,38,N,N,79,2296383,C,MIN,AL,Minnesota Twins,Hubert H Humphrey Metrodome,MIN,MIN,MIN,MIN,2007
326,32,5717,578,637,101,1,40,67,28,0,174,N,4.49,724,88,0.985,NYY,162,81,1498,78,150,201,1656,4352,68,N,1,100,777,968,2,123,54,5,1009,991,34,Y,N,94,4271083,E,NYY,AL,New York Yankees,Yankee Stadium II,NYY,NYA,NYA,NYA,2007
294,27,5605,570,549,98,2,46,0,74,255,124,N,4.26,687,101,0.983,NYM,162,81,1415,54,165,177,1543,4357,74,N,1,97,750,804,2,200,58,10,1134,981,39,N,N,88,3853955,E,NYM,NL,New York Mets,Shea Stadium,NYM,NYN,NYN,NYN,2007
295,16,5577,530,664,94,4,20,30,178,239,153,N,4.28,689,90,0.985,OAK,162,81,1468,49,138,171,1430,4344,86,N,1,94,758,741,3,52,56,9,1036,1119,36,N,N,76,1921844,W,OAK,AL,Oakland Athletics,McAfee Coliseum,OAK,OAK,OAK,OAK,2007
326,41,5688,558,641,104,5,19,68,18,212,162,Y,4.73,767,89,0.986,PHI,162,81,1555,90,198,213,1558,4375,73,N,1,103,821,892,1,138,52,5,1050,1205,42,N,N,89,3108325,E,PHI,NL,Philadelphia Phillies,Citizens Bank Park,PHI,PHI,PHI,PHI,2007
322,31,5569,518,463,97,4,30,39,184,252,190,N,4.93,793,83,0.986,PIT,162,81,1627,71,174,148,1463,4343,94,N,1,98,846,724,6,68,51,5,997,1135,32,N,N,68,1749142,C,PIT,NL,Pittsburgh Pirates,PNC Park,PIT,PIT,PIT,PIT,2007
322,31,5612,474,557,90,1,24,97,44,4,147,N,3.7,611,92,0.985,SDP,163,81,1406,49,119,171,1408,4454,74,N,1,90,666,741,3,55,44,20,1136,1229,45,N,N,89,2790074,W,SDP,NL,San Diego Padres,Petco Park,SDP,SDN,SDN,SDN,2007
284,22,5684,546,389,96,6,30,92,91,0,167,N,4.73,754,90,0.985,SEA,162,82,1578,62,147,153,1629,4303,74,N,1,97,813,794,2,81,40,12,1020,861,43,N,N,88,2672223,W,SEA,AL,Seattle Mariners,Safeco Field,SEA,SEA,SEA,SEA,2007
267,37,5538,593,532,101,5,33,25,72,255,148,N,4.19,677,88,0.986,SFG,162,81,1442,39,133,131,1407,4361,91,N,1,101,720,683,5,119,36,10,1057,907,37,N,N,71,3223215,W,SFG,NL,San Francisco Giants,AT&T Park,SFG,SFN,SFN,SFN,2007
279,13,5529,509,506,99,2,33,65,17,205,155,N,4.65,741,121,0.98,STL,162,81,1514,54,168,141,1513,4307,84,N,1,99,829,725,3,56,54,8,945,909,34,N,N,78,3552180,C,STL,NL,St. Louis Cardinals,Busch Stadium III,STL,SLN,SLN,SLN,2007
291,36,5593,568,545,98,2,48,247,192,149,155,N,5.53,879,117,0.98,TBD,162,81,1649,53,199,187,1500,4289,96,N,1,100,944,782,5,131,52,2,1194,1324,28,N,N,66,1387603,E,TBD,AL,Tampa Bay Devil Rays,Tropicana Field,TBD,TBA,TBA,TBA,2007
298,36,5555,668,503,101,0,25,115,44,0,179,N,4.75,755,124,0.98,TEX,162,81,1525,56,155,179,1460,4290,87,N,1,101,844,816,4,88,42,6,976,1224,42,N,N,75,2353862,W,TEX,AL,Texas Rangers,Rangers Ballpark in Arlington,TEX,TEX,TEX,TEX,2007
344,24,5536,479,533,100,11,22,191,118,4,160,N,4,644,102,0.984,TOR,162,81,1383,47,157,165,1434,4346,79,N,1,99,699,753,3,57,48,9,1067,1044,44,N,N,83,2360644,E,TOR,AL,Toronto Blue Jays,Rogers Centre,TOR,TOR,TOR,TOR,2007
